,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/0,/amdcpu/0/power/0,/amdcpu/0/clock/0,/amdcpu/0/power/2,/amdcpu/0/power/3,/amdcpu/0/power/4,/amdcpu/0/power/5,/amdcpu/0/power/6,/amdcpu/0/power/7,/amdcpu/0/temperature/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/power/1,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0
10/30/2024 21:59:52,11.71875,0.78125,0.78125,0,0,0,2.21354365,8.646396,99.81772,1.116565,1.29119039,1.08673322,0.5659157,0.338434964,0.155057341,48,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,4.553897,76.93979,11.8047409,3.53808975,1800,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.28900027,0.29296875,0.29296875,73.44787
10/30/2024 21:59:53,6.25,2.34375,1.5625,1.5625,2.34375,2.30768919,2.72836685,8.970682,99.81772,0.9681099,1.02254033,1.01168489,0.9254702,0.64884764,0.452237368,48.25,1916.50024,2395.62524,1916.50024,1916.50024,1916.50024,1916.50024,5.02889061,76.93822,11.8045006,3.53833,400,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.31700015,0.29296875,0.048828125,73.44787
10/30/2024 21:59:54,11.71875,9.375,6.25,7.03125,0,1.5625,5.989581,11.9149828,99.81772,1.707412,1.75683343,1.730283,1.4472971,1.00933254,0.672905564,49.375,2395.62524,2395.62524,3244.076,3244.076,3244.076,3244.076,8.324064,76.71089,11.7696228,3.57320786,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.318,0.048828125,0.244140625,73.44787
10/30/2024 21:59:55,15.625,0,3.90625,2.34375,0.78125,0,3.77604365,10.2130957,99.81772,1.22810781,1.27011824,1.23193109,1.18754816,1.05359864,0.529312,49.625,3244.076,3244.076,3244.076,3244.076,3244.076,3244.076,6.500616,76.55215,11.745266,3.5975647,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.31000018,0.341796875,0.048828125,73.44787
10/30/2024 21:59:56,7.8125,1.5625,0.78125,1.5625,0,1.61290169,2.221936,8.808634,99.81772,1.10606945,1.1659137,1.07675254,0.898568332,0.7363375,0.478938133,49.375,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,2375.66162,5.46257973,76.46035,11.7311821,3.61164856,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.302,1.3671875,0.244140625,73.44787
10/30/2024 21:59:57,21.09375,0,0,0,2.272725,0,3.89440656,13.1614819,99.81772,1.73883486,1.88757038,1.57890821,1.51419854,1.205843,0.8502238,49.625,3244.076,3244.076,3244.076,2595.26074,3244.076,2595.26074,8.7755785,76.84205,11.7897453,3.55308533,1800,1600,0.001,13,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30300021,0.244140625,0.5859375,73.44787
10/30/2024 21:59:58,22.65625,0.78125,2.34375,3.125,0,0.7692337,4.945916,14.2442026,99.81772,1.64574957,1.77039576,2.00822783,1.77757359,1.24925208,0.9043713,51,2595.26074,2595.26074,2595.26074,3244.076,2595.26074,2595.26074,9.35557,77.11885,11.8322144,3.5106163,400,1600,0.001,15,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30300021,0.29296875,0.5371094,73.44787
10/30/2024 21:59:59,23.4375,6.25,16.40625,10.15625,3.90625,13.9663458,12.3537722,15.27037,99.81772,1.68449712,1.85287178,2.21497083,1.77730465,1.53410983,1.32016075,52,3244.076,3244.076,3244.076,2595.26074,3244.076,2595.26074,10.3839149,77.33031,11.8646584,3.4781723,400,1600,,15,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30300021,0.341796875,0.29296875,73.44787
10/30/2024 22:00:00,3.125,6.25,0.78125,5.46875,7.8125,0.7692337,4.03445339,10.4891148,99.81772,1.16481912,1.32304478,1.22609091,0.8339615,0.9488864,0.3947604,52,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,5.89156342,77.3343353,11.8652763,3.47755432,1800,1600,0.001,12,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.301,0.6347656,0.048828125,73.44787
10/30/2024 22:00:01,7.03125,2.34375,0.78125,3.125,3.125,1.61290169,3.003186,8.569903,99.81772,0.818185449,0.680180132,0.9019199,1.01862419,0.675414264,0.3948427,51.375,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,4.48916626,77.3008957,11.8601456,3.482685,1800,1600,0.001,10,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.29900026,0.341796875,0.390625,73.44787
10/30/2024 22:00:02,9.375,1.5625,0.78125,2.34375,0,0,2.34375,8.350964,99.81772,0.951401055,1.0562191,0.8516146,0.6928085,0.5514431,0.345949084,50.875,3244.076,3244.076,3244.076,2595.26074,2595.26074,2595.26074,4.44943571,77.3670349,11.8702927,3.472538,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30000019,0.341796875,0.390625,73.44787
10/30/2024 22:00:03,11.71875,1.5625,0,0,0,1.5625,2.47395635,9.798078,99.81772,1.05884349,1.13319421,1.11435151,1.14198446,0.849049151,0.4852786,50.5,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,5.78270149,77.36835,11.8704948,3.47233582,1800,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30000019,0.390625,0.341796875,73.44787
10/30/2024 22:00:04,14.0625,2.34375,0.78125,0.78125,3.125,0,3.515625,10.4707241,99.81772,1.36617434,1.36045933,1.13930631,1.0690496,1.23124623,0.603518069,50.125,2595.26074,3244.076,3244.076,2595.26074,2595.26074,2595.26074,6.769754,77.36037,11.86927,3.47356033,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30300021,0.048828125,0.6347656,73.44787
10/30/2024 22:00:05,5.46875,18.75,0,2.34375,0,2.34375,4.817706,12.2320776,99.81772,1.71116078,1.6614958,1.64058113,1.2599628,0.8904232,0.6777993,50.375,3244.076,3244.076,3244.076,3244.076,3244.076,2595.26074,7.84142351,76.6836243,11.7654381,3.57739258,1800,1600,0.001,10,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30000019,0.048828125,0.6347656,73.44787
10/30/2024 22:00:06,0,20.3125,0,2.34375,2.34375,2.34375,4.557294,13.7411327,99.81772,1.97708035,1.75207961,1.84571755,1.81842041,1.45099258,0.9743579,50.5,1916.50024,2395.62524,2395.62524,1916.50024,2395.62524,1916.50024,9.818647,76.5447845,11.7441368,3.59869385,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.29600024,0.048828125,0.6347656,73.44787
10/30/2024 22:00:07,15.3846149,0.7692337,1.53846145,1.53846145,0.7692337,1.53846145,3.58974934,9.92377949,99.81772,1.02512813,1.0521,1.07515562,1.13577366,0.9502927,0.767036557,50.375,2395.62524,1916.50024,1916.50024,1916.50024,2395.62524,2395.62524,6.00548649,76.10565,11.6767616,3.666069,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.301,0.048828125,0.244140625,73.44787
10/30/2024 22:00:08,4.6875,8.59375,7.03125,3.125,1.5625,5.46875,5.078125,9.127579,99.81772,1.05709553,0.9078051,1.013053,0.933867335,0.696476758,0.5456275,50.375,3244.076,3244.076,3244.076,3244.076,3244.076,3244.076,5.15392542,75.98872,11.6588211,3.68400955,1800,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.29700017,0.048828125,0.29296875,73.44787
10/30/2024 22:00:09,8.59375,3.125,2.34375,0,0,0,2.34375,7.897032,99.81772,0.732514739,0.709989,0.8721163,0.9229444,0.605536163,0.264196157,50,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,4.107297,75.97505,11.656723,3.68610764,1800,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.28100014,0.09765625,0.29296875,73.44733
10/30/2024 22:00:10,6.25,2.34375,0.78125,1.5625,2.34375,0,2.21354365,6.388679,99.81772,0.552207947,0.579060853,0.544916451,0.413547039,0.2820398,0.131920844,49.375,2969.57715,2969.57715,2969.57715,2375.66162,2375.66162,2375.66162,2.50369287,75.95961,11.6543541,3.68847656,400,1600,0.001,6,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.28700018,0.048828125,0.29296875,73.44733
10/30/2024 22:00:11,3.125,3.125,0.78125,3.90625,9.375,0.78125,3.515625,8.836147,99.81772,0.7857015,0.8860423,1.07356,0.997251749,0.7505267,0.3634675,49.25,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,4.85655,75.96023,11.6544495,3.6883812,1800,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.295,0.048828125,0.048828125,73.44733
10/30/2024 22:00:12,3.90625,3.125,3.125,0,1.5625,0.78125,2.08333135,7.37701941,99.81772,0.7477096,0.7733574,0.597049654,0.4885351,0.385277361,0.27903524,48.875,2395.62524,2395.62524,1916.50024,2395.62524,2395.62524,2395.62524,3.27096438,75.914856,11.6474876,3.695343,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.29900026,0.048828125,0.29296875,73.44733
10/30/2024 22:00:13,7.03125,7.03125,1.5625,2.34375,0,0,2.99479365,8.198895,99.81772,0.875568867,0.8363684,0.8847952,0.8962401,0.393335819,0.1746578,48.625,2375.66162,2969.57715,2375.66162,2375.66162,2375.66162,2375.66162,4.060966,75.88005,11.6421471,3.70068359,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.305,0.048828125,0.048828125,73.44733
10/30/2024 22:00:14,7.03125,1.5625,1.5625,0,0.78125,0.757575035,1.94918513,7.303417,99.81772,0.6547572,0.711562932,0.6700328,0.4617705,0.432090819,0.239333481,48.125,2969.57715,2969.57715,2375.66162,2969.57715,2375.66162,2969.57715,3.16954756,75.8628159,11.6395035,3.70332718,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.308,0.048828125,0.048828125,73.44733
10/30/2024 22:00:15,1.5625,5.46875,1.58730149,0.793647766,2.38095522,0,1.96552277,8.065678,99.81772,0.7747847,0.852094054,0.9925545,0.83547616,0.497583926,0.227823585,48.125,1916.50024,1916.50024,1916.50024,1916.50024,1916.50024,2395.62524,4.180317,75.8755951,11.6414642,3.70136642,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.311,0.29296875,0.048828125,73.44733
10/30/2024 22:00:16,6.25,2.34375,0.7692337,0,0,0,1.56049728,6.65940142,99.81772,0.696507931,0.7359674,0.5336099,0.361887217,0.296350032,0.125572309,47.75,2375.66162,2969.57715,2375.66162,2375.66162,2375.66162,2375.66162,2.74989462,75.75727,11.62331,3.71952057,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30400014,0.29296875,0.048828125,73.44733
10/30/2024 22:00:17,6.25,0.78125,1.5625,0,4.6875,1.53846145,2.469951,8.360388,99.81772,0.786583662,0.791597,1.10698473,0.901345849,0.6340622,0.3215829,47.75,2969.57715,2969.57715,2375.66162,2375.66162,2375.66162,2375.66162,4.542156,75.74909,11.6220551,3.7207756,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30600023,0.341796875,0.09765625,73.44733
10/30/2024 22:00:18,5.46875,1.5625,3.125,1.5625,1.5625,0.793647766,2.34581828,7.257423,99.81772,0.676793635,0.72048986,0.6124886,0.531343,0.5169012,0.289013237,47.375,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,3.34702969,75.77393,11.6258659,3.71696472,400,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30700016,0.341796875,0.048828125,73.44733
10/30/2024 22:00:19,8.59375,1.5625,0,0,0.78125,0,1.82291865,7.92471,99.81772,0.762916,0.762166142,1.00261271,0.774281263,0.4915625,0.255761445,47.375,2395.62524,2395.62524,2395.62524,2969.57715,2969.57715,2969.57715,4.0493,75.76056,11.6238136,3.719017,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.29600024,0.341796875,0.439453125,73.44733
10/30/2024 22:00:20,4.6875,2.34375,1.5625,1.5625,1.61290169,0,1.96151733,6.568306,99.81772,0.569408238,0.5897639,0.5399208,0.4108083,0.312725574,0.173015311,47,1916.50024,1916.50024,2395.62524,1916.50024,1916.50024,1916.50024,2.595642,75.71225,11.6164017,3.726429,400,1600,0.001,7,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.30300021,0.341796875,0.341796875,73.44733
10/30/2024 22:00:21,3.125,8.59375,0,0.78125,0.757575035,0.757575035,2.33586431,7.9505353,99.81772,1.11703527,1.00968564,0.836325169,0.6495059,0.3693152,0.0334102325,47.125,2395.62524,2395.62524,2395.62524,2395.62524,1916.50024,2395.62524,4.01527739,75.7564545,11.6231842,3.71964645,400,1600,,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.308,0.048828125,0.6347656,73.44733
10/30/2024 22:00:22,7.8125,0.78125,3.90625,0.7692337,1.5625,0,2.47195363,9.312345,99.81772,1.05225956,1.13305807,0.930372357,0.790356,0.834991157,0.4949374,47.125,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,5.23597431,75.78273,11.6272163,3.71561432,1800,1600,0.001,9,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.32400012,0.341796875,0.390625,73.44733
10/30/2024 22:00:23,7.03125,3.125,10.15625,1.5625,1.5625,0,3.90625,10.1692324,99.81772,1.174172,1.2252171,1.28784084,1.08278084,0.876182556,0.372045934,47.5,2375.66162,2375.66162,2375.66162,2375.66162,2375.66162,2969.57715,6.0182395,75.89926,11.6450958,3.69773483,400,1600,0.001,10,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33300018,0.048828125,0.244140625,73.44733
10/30/2024 22:00:24,3.90625,6.25,2.34375,3.90625,3.90625,0,3.38541865,7.333148,99.81772,0.7394529,0.7601545,0.7224604,0.559501231,0.3993917,0.12838614,47.5,2969.57715,2969.57715,2375.66162,2375.66162,2969.57715,2375.66162,3.30934668,75.81148,11.6316261,3.71120453,400,1600,0.001,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.34000015,0.048828125,0.6347656,73.44733
10/30/2024 22:00:25,21.875,0.78125,0,3.125,0,0,4.296875,11.6486416,99.81772,1.84170961,1.83157432,1.45977688,1.11332536,0.6551695,0.428845227,48.125,3244.076,3244.076,3244.076,2595.26074,2595.26074,2595.26074,7.33040142,76.0008545,11.6606827,3.682148,400,1600,0.001,10,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33500028,0.29296875,0.341796875,73.44733
10/30/2024 22:00:26,10.9375,1.5625,1.5625,1.5625,0.78125,0,2.734375,10.3128633,99.81772,1.24386716,1.54092479,1.13643479,0.9362507,0.697359145,0.414607227,48,1397.448,1397.448,1397.448,1397.448,1397.448,1397.448,5.96944332,75.9978,11.6602135,3.68261719,400,1600,0.001,11,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.331,0.244140625,0.29296875,73.44733
10/30/2024 22:00:27,5.432689,3.90625,4.6875,16.40625,7.03125,0,6.243992,10.120553,99.81772,1.12593639,1.02114809,0.9611181,1.33411121,1.05316341,0.415615767,48.25,3244.076,3244.076,3244.076,3244.076,3244.076,3244.076,5.91109276,75.9721146,11.6562729,3.68655777,400,1600,,10,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33000016,0.390625,0.29296875,73.44733
10/30/2024 22:00:28,3.90625,1.5625,0.78125,14.84375,0.78125,1.5625,3.90625,12.1347055,99.81772,1.35925663,1.42136157,1.249711,1.17710793,1.38742507,1.164748,48.75,3244.076,3244.076,3244.076,3244.076,2595.26074,2595.26074,7.75961,75.9966049,11.66003,3.68280029,400,1600,0.001,11,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.331,0.341796875,0.048828125,73.44733
10/30/2024 22:00:29,17.1875,3.125,3.125,3.125,0.78125,0.78125,4.6875,10.4380293,99.81772,1.2424984,1.48998308,1.35871172,1.03334737,0.789295435,0.392132878,48.75,3244.076,3244.076,3244.076,3244.076,3244.076,2595.26074,6.30596828,75.93797,11.6510353,3.69179535,400,1600,0.001,10,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33000016,0.048828125,0.29296875,73.44733
10/30/2024 22:00:30,14.0625,7.8125,0,2.34375,0,0.78125,4.166669,12.082633,99.81772,1.45073545,1.82677877,1.41138852,1.26029551,1.13097763,0.706289947,49.125,3244.076,3244.076,3244.076,3244.076,3244.076,3244.076,7.78646564,75.92266,11.6486855,3.6941452,400,1600,0.001,11,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33500028,0.048828125,0.244140625,73.44733
10/30/2024 22:00:31,13.28125,1.5625,0,0.78125,2.34375,0.78125,3.125,9.319714,99.81772,0.908003449,1.15416467,1.19168282,0.8025276,0.7624868,0.421765774,48.875,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,5.240631,75.94924,11.6527634,3.69006729,1800,1600,0.001,10,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.34500027,0.341796875,0.1953125,73.44733
10/30/2024 22:00:32,7.8125,3.90625,1.5625,3.90625,2.34375,0.78125,3.38541865,7.77903461,99.81772,0.7837968,0.7658171,0.728646934,0.6143215,0.624794543,0.380963773,48.5,3244.076,2595.26074,2595.26074,2595.26074,3244.076,2595.26074,3.8983407,75.91118,11.6469231,3.69590759,400,1600,0.001,8,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.33300018,0.390625,0.244140625,73.44733
10/30/2024 22:00:33,7.03125,10.15625,1.5625,2.34375,0,0,3.515625,10.79975,99.81772,1.56594455,1.59044206,1.56189227,1.16170418,0.749223351,0.4021396,48.5,2395.62524,2969.57715,2969.57715,2969.57715,2969.57715,2375.66162,7.031346,75.884346,11.642807,3.70002365,1800,1600,0.001,8,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.32300019,0.29296875,0.048828125,73.44733
10/30/2024 22:00:34,3.90625,5.46875,2.34375,1.5625,1.5625,0,2.47395635,8.011706,99.81772,0.872493744,0.8954329,0.831870258,0.6207829,0.48670435,0.214617774,48.25,2969.57715,2969.57715,2375.66162,2375.66162,2375.66162,2375.66162,3.921902,75.8708,11.640728,3.70210266,400,1600,,8,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.341,0.6347656,0.29296875,73.44733
10/30/2024 22:00:35,7.8125,5.46875,0,1.5625,2.34375,0,2.86458135,10.2730827,99.81772,1.16974545,1.38272727,1.17497587,0.9811315,0.8271478,0.4477086,48.25,2395.62524,1916.50024,1916.50024,2395.62524,2395.62524,3244.076,5.98343658,76.03226,11.6655006,3.67733,400,400,0.001,8,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.361,0.390625,0.390625,73.44733
10/30/2024 22:00:36,7.8125,9.375,0,3.90625,7.8125,0.78125,4.947919,14.7860746,99.81772,1.62023807,1.906566,1.55536163,1.645869,2.047687,1.25394166,49.25,3244.076,3244.076,3244.076,3244.076,3244.076,3244.076,10.029664,76.05757,11.669384,3.67344666,400,1600,0.001,10,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.364,0.68359375,0.29296875,73.44733
10/30/2024 22:00:37,8.59375,0,1.5625,4.6875,0,0.78125,2.60416865,12.30332,99.81772,1.38645709,1.56100321,1.488421,1.13262784,0.8933583,0.801847041,49.5,3244.076,3244.076,2595.26074,2595.26074,2595.26074,2595.26074,7.26371431,76.30416,11.7072182,3.63561249,400,1600,,11,41,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.34700012,0.390625,0.341796875,73.44733
10/30/2024 22:00:38,7.03125,0.78125,0,0.78125,0.78125,0,1.5625,7.805015,99.81772,0.750361562,0.8203746,0.6581199,0.5980848,0.512826264,0.351492256,48.875,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,2969.57715,3.69125938,76.25242,11.69928,3.64355087,1800,1600,0.001,10,40,210.000015,374.999023,0,0,0,0,0,4096,132,3964,3.22265625,3.344,0.390625,0.341796875,73.44733
